nohup: ignoring input
node selected: 629
node selected: 337
node selected: 488
node selected: 640
node selected: 134
node selected: 674
node selected: 533
node selected: 751
node selected: 616
node selected: 622
node selected: 157
node selected: 258
node selected: 731
node selected: 52
node selected: 758
node selected: 296
node selected: 784
node selected: 485
node selected: 562
node selected: 378
node selected: 643
node selected: 18
node selected: 359
node selected: 612
node selected: 71
node selected: 619
node selected: 322
node selected: 183
node selected: 63
node selected: 409
node selected: 228
node selected: 86
node selected: 251
node selected: 198
node selected: 736
node selected: 344
node selected: 637
node selected: 649
node selected: 698
node selected: 660
node selected: 633
node selected: 490
node selected: 172
node selected: 770
node selected: 492
node selected: 292
node selected: 434
node selected: 272
node selected: 50
node selected: 599
node selected: 601
node selected: 425
node selected: 214
node selected: 195
node selected: 175
node selected: 450
node selected: 611
node selected: 687
node selected: 76
node selected: 459
node selected: 38
node selected: 243
node selected: 515
node selected: 752
node selected: 295
node selected: 395
node selected: 253
node selected: 717
node selected: 395
node selected: 11
node selected: 133
node selected: 26
node selected: 592
node selected: 100
node selected: 762
node selected: 759
node selected: 500
node selected: 134
node selected: 242
node selected: 380
node selected: 183
node selected: 59
node selected: 75
node selected: 224
node selected: 470
node selected: 553
node selected: 201
node selected: 711
node selected: 571
node selected: 426
node selected: 692
node selected: 631
node selected: 618
node selected: 700
node selected: 345
node selected: 274
node selected: 437
node selected: 300
node selected: 467
node selected: 83
node selected: 322
node selected: 671
node selected: 174
node selected: 60
node selected: 22
node selected: 415
node selected: 395
node selected: 205
node selected: 724
node selected: 675
node selected: 538
node selected: 137
node selected: 3
node selected: 72
node selected: 357
node selected: 489
node selected: 623
node selected: 580
node selected: 145
node selected: 472
node selected: 260
node selected: 216
node selected: 702
node selected: 612
node selected: 636
node selected: 415
node selected: 574
node selected: 600
node selected: 390
node selected: 472
node selected: 330
node selected: 675
node selected: 369
node selected: 431
node selected: 135
node selected: 7
node selected: 617
node selected: 630
node selected: 692
node selected: 20
node selected: 643
node selected: 560
node selected: 238
node selected: 0
node selected: 220
node selected: 181
node selected: 362
node selected: 210
node selected: 35
node selected: 283
node selected: 91
node selected: 190
node selected: 290
node selected: 489
node selected: 517
node selected: 488
node selected: 546
node selected: 244
node selected: 81
node selected: 501
node selected: 575
node selected: 318
node selected: 603
node selected: 149
node selected: 452
node selected: 225
node selected: 660
node selected: 136
node selected: 59
node selected: 317
node selected: 199
node selected: 255
node selected: 158
node selected: 406
node selected: 505
node selected: 491
node selected: 464
node selected: 564
node selected: 516
node selected: 446
node selected: 215
node selected: 27
node selected: 221
node selected: 498
node selected: 129
node selected: 445
node selected: 239
node selected: 519
node selected: 291
node selected: 536
node selected: 369
node selected: 575
node selected: 627
node selected: 575
node selected: 533
node selected: 442
node selected: 289
node selected: 540
node selected: 568
node selected: 357
node selected: 380
node selected: 627
node selected: 313
node selected: 498
node selected: 495
node selected: 372
node selected: 38
node selected: 257
node selected: 34
node selected: 330
node selected: 320
node selected: 509
node selected: 376
node selected: 35
node selected: 367
node selected: 306
node selected: 312
node selected: 613
node selected: 472
node selected: 304
node selected: 240
node selected: 251
node selected: 153
node selected: 505
node selected: 193
node selected: 573
node selected: 588
node selected: 106
node selected: 374
node selected: 189
node selected: 412
node selected: 459
node selected: 529
node selected: 201
node selected: 604
node selected: 511
node selected: 171
node selected: 396
node selected: 244
node selected: 26
node selected: 369
node selected: 535
node selected: 467
node selected: 423
node selected: 52
node selected: 122
node selected: 541
node selected: 394
node selected: 106
node selected: 579
node selected: 375
node selected: 262
node selected: 338
node selected: 390
node selected: 128
node selected: 514
node selected: 328
node selected: 383
node selected: 140
node selected: 363
node selected: 384
node selected: 136
node selected: 539
node selected: 552
node selected: 95
node selected: 490
node selected: 260
node selected: 99
node selected: 222
node selected: 32
node selected: 114
node selected: 395
node selected: 190
node selected: 7
node selected: 141
node selected: 100
node selected: 388
node selected: 280
node selected: 127
node selected: 86
node selected: 496
node selected: 271
node selected: 422
node selected: 237
node selected: 479
node selected: 331
node selected: 309
node selected: 200
node selected: 253
node selected: 180
node selected: 451
node selected: 23
node selected: 20
node selected: 496
node selected: 3
node selected: 252
node selected: 94
node selected: 389
node selected: 157
node selected: 489
node selected: 152
node selected: 136
node selected: 68
node selected: 149
node selected: 313
node selected: 517
node selected: 12
node selected: 125
node selected: 503
node selected: 427
node selected: 256
node selected: 6
node selected: 292
node selected: 423
node selected: 59
node selected: 248
node selected: 194
node selected: 13
node selected: 222
node selected: 397
node selected: 5
node selected: 12
node selected: 502
node selected: 72
node selected: 224
node selected: 422
node selected: 113
node selected: 223
node selected: 44
node selected: 315
node selected: 41
node selected: 80
node selected: 374
node selected: 1
node selected: 426
node selected: 349
node selected: 389
node selected: 42
node selected: 0
node selected: 460
node selected: 491
node selected: 222
node selected: 471
node selected: 67
node selected: 305
node selected: 56
node selected: 177
node selected: 202
node selected: 79
node selected: 117
node selected: 98
node selected: 472
node selected: 162
node selected: 24
node selected: 422
node selected: 77
node selected: 139
node selected: 149
node selected: 17
node selected: 118
node selected: 60
node selected: 202
node selected: 50
node selected: 352
node selected: 259
node selected: 232
node selected: 64
node selected: 263
node selected: 112
node selected: 231
node selected: 55
node selected: 7
node selected: 227
node selected: 251
node selected: 201
node selected: 2
node selected: 62
node selected: 60
node selected: 244
node selected: 40
node selected: 172
node selected: 366
node selected: 181
node selected: 185
node selected: 127
node selected: 18
node selected: 18
node selected: 96
node selected: 14
node selected: 417
node selected: 39
node selected: 285
node selected: 270
node selected: 426
node selected: 34
node selected: 164
node selected: 52
node selected: 25
node selected: 94
node selected: 42
node selected: 119
node selected: 313
node selected: 406
node selected: 38
node selected: 357
node selected: 62
node selected: 158
node selected: 67
node selected: 314
node selected: 251
node selected: 374
node selected: 162
node selected: 286
node selected: 160
node selected: 247
node selected: 226
node selected: 347
node selected: 352
node selected: 9
node selected: 277
node selected: 0
node selected: 174
node selected: 88
node selected: 122
node selected: 150
node selected: 31
node selected: 369
node selected: 36
node selected: 160
node selected: 150
node selected: 365
node selected: 46
node selected: 185
node selected: 54
node selected: 146
node selected: 140
node selected: 129
node selected: 60
node selected: 144
node selected: 110
node selected: 217
node selected: 349
node selected: 290
node selected: 158
node selected: 64
node selected: 202
node selected: 295
node selected: 322
node selected: 166
node selected: 49
node selected: 23
node selected: 339
node selected: 33
node selected: 81
node selected: 47
node selected: 241
node selected: 23
node selected: 379
node selected: 240
node selected: 365
node selected: 268
node selected: 199
node selected: 56
node selected: 37
node selected: 10
node selected: 193
node selected: 291
node selected: 165
node selected: 186
node selected: 303
node selected: 149
node selected: 45
node selected: 86
node selected: 298
node selected: 308
node selected: 103
node selected: 281
node selected: 171
node selected: 325
node selected: 162
node selected: 116
node selected: 310
node selected: 45
node selected: 84
node selected: 335
node selected: 180
node selected: 306
node selected: 336
node selected: 55
node selected: 48
node selected: 254
node selected: 175
node selected: 24
node selected: 331
node selected: 221
node selected: 192
node selected: 242
node selected: 61
node selected: 169
node selected: 154
node selected: 288
node selected: 162
node selected: 179
node selected: 92
node selected: 298
node selected: 52
node selected: 260
node selected: 150
node selected: 205
node selected: 20
node selected: 50
node selected: 327
node selected: 163
node selected: 200
node selected: 44
node selected: 290
node selected: 102
node selected: 255
node selected: 93
node selected: 126
node selected: 301
node selected: 240
node selected: 173
node selected: 63
node selected: 284
node selected: 188
node selected: 280
node selected: 96
node selected: 89
node selected: 262
node selected: 263
node selected: 236
node selected: 274
node selected: 11
node selected: 14
node selected: 158
node selected: 126
node selected: 122
node selected: 183
node selected: 100
node selected: 14
node selected: 158
node selected: 100
node selected: 26
node selected: 195
node selected: 55
node selected: 53
node selected: 55
node selected: 195
node selected: 108
node selected: 150
node selected: 110
node selected: 86
node selected: 259
node selected: 85
node selected: 80
node selected: 200
node selected: 176
node selected: 75
node selected: 119
node selected: 50
node selected: 22
node selected: 4
node selected: 236
node selected: 222
node selected: 273
node selected: 90
node selected: 103
node selected: 229
node selected: 1
node selected: 248
node selected: 143
node selected: 240
node selected: 159
node selected: 1
node selected: 30
node selected: 159
node selected: 27
node selected: 177
node selected: 251
node selected: 86
node selected: 87
node selected: 32
node selected: 123
node selected: 0
node selected: 168
node selected: 142
node selected: 26
node selected: 113
node selected: 224
node selected: 210
node selected: 33
node selected: 5
node selected: 204
node selected: 228
node selected: 163
node selected: 20
node selected: 193
node selected: 175
node selected: 195
node selected: 91
node selected: 143
node selected: 68
node selected: 43
node selected: 216
node selected: 33
node selected: 39
node selected: 106
node selected: 126
node selected: 60
node selected: 198
node selected: 135
node selected: 109
node selected: 164
node selected: 141
node selected: 219
node selected: 3
node selected: 22
node selected: 48
node selected: 24
node selected: 206
node selected: 24
node selected: 156
node selected: 139
node selected: 34
node selected: 9
node selected: 82
node selected: 60
node selected: 134
node selected: 209
node selected: 127
node selected: 12
node selected: 128
node selected: 176
node selected: 157
node selected: 157
node selected: 11
node selected: 134
node selected: 106
node selected: 174
node selected: 179
node selected: 77
node selected: 64
node selected: 81
node selected: 57
node selected: 181
node selected: 70
node selected: 67
node selected: 154
node selected: 31
node selected: 181
node selected: 115
node selected: 175
node selected: 181
node selected: 183
node selected: 67
node selected: 123
node selected: 156
node selected: 35
node selected: 41
node selected: 143
node selected: 122
node selected: 45
node selected: 102
node selected: 11
node selected: 64
node selected: 136
node selected: 146
node selected: 164
node selected: 165
node selected: 168
node selected: 152
node selected: 15
node selected: 98
node selected: 145
node selected: 92
node selected: 89
node selected: 48
node selected: 37
node selected: 148
node selected: 77
node selected: 139
node selected: 121
node selected: 46
node selected: 63
node selected: 30
node selected: 90
node selected: 106
node selected: 130
node selected: 26
node selected: 136
node selected: 31
node selected: 6
node selected: 64
node selected: 108
node selected: 49
node selected: 101
node selected: 74
node selected: 129
node selected: 57
node selected: 75
node selected: 25
node selected: 55
node selected: 75
node selected: 71
node selected: 35
node selected: 28
node selected: 77
node selected: 46
node selected: 43
node selected: 63
node selected: 72
node selected: 59
node selected: 90
node selected: 45
node selected: 60
node selected: 80
node selected: 21
node selected: 16
node selected: 4
node selected: 65
node selected: 30
node selected: 19
node selected: 11
node selected: 21
node selected: 85
node selected: 34
node selected: 72
node selected: 106
node selected: 65
node selected: 14
node selected: 53
node selected: 89
node selected: 67
node selected: 4
node selected: 23
node selected: 80
node selected: 5
node selected: 18
node selected: 92
node selected: 80
node selected: 35
node selected: 23
node selected: 4
node selected: 26
node selected: 13
node selected: 83
node selected: 38
node selected: 23
node selected: 47
node selected: 60
node selected: 85
node selected: 68
node selected: 72
node selected: 38
node selected: 49
node selected: 56
node selected: 12
node selected: 20
node selected: 57
node selected: 42
node selected: 35
node selected: 3
node selected: 54
node selected: 44
node selected: 26
node selected: 25
node selected: 50
node selected: 57
node selected: 15
node selected: 55
node selected: 29
node selected: 62
node selected: 56
node selected: 43
node selected: 50
node selected: 46
node selected: 38
node selected: 52
node selected: 48
node selected: 0
node selected: 2
node selected: 39
node selected: 9
node selected: 13
node selected: 5
node selected: 31
node selected: 8
node selected: 8
node selected: 43
node selected: 10
node selected: 43
node selected: 32
node selected: 16
node selected: 43
node selected: 4
node selected: 29
node selected: 33
node selected: 17
node selected: 25
node selected: 29
node selected: 3
node selected: 14
node selected: 2
node selected: 13
node selected: 27
node selected: 24
node selected: 11
node selected: 17
node selected: 22
node selected: 14
node selected: 6
node selected: 14
node selected: 3
node selected: 1
node selected: 0
node selected: 5
node selected: 15
node selected: 18
node selected: 10
node selected: 9
node selected: 10
node selected: 4
node selected: 5
node selected: 14
node selected: 7
node selected: 12
node selected: 1
node selected: 5
node selected: 0
node selected: 7
node selected: 0
node selected: 4
node selected: 4
node selected: 2
node selected: 3
node selected: 2
epochs 1 loss -718.1847534179688 train min_degreeperformance 8706.0 train gcn performance 259255.0 val min_degreeperformance nan val gcn performance nan
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [992,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [993,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [994,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [995,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [996,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [997,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [998,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [999,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1000,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1001,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1002,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1003,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1004,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1005,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1006,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1007,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1008,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1009,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1010,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1011,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1012,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1013,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1014,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1015,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1016,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1017,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1018,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1019,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1020,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1021,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1022,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [1023,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [896,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [897,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [898,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [899,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [900,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [901,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [902,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [903,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [904,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [905,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [906,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [907,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [908,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [909,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [910,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [911,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [912,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [913,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [914,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [915,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [916,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [917,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [918,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [919,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
/opt/conda/conda-bld/pytorch_1524586445097/work/aten/src/THC/THCTensorRandom.cuh:185: void sampleMultinomialOnce(long *, long, int, T *, T *, int, int) [with T = float, AccT = float]: block: [0,0,0], thread: [920,0,0] Assertion `THCNumerics<T>::ge(val, zero)` failed.
